"Shadow of the Colossus (USA).iso";"2693955584";"2ed81371";"6d4a7a9d9c139a9d93db37538ba6d984";"bd5dcb38bc1a08b261accd1b53894ee4e934788f"
"God of War (USA).iso";"8522792960";"587635e4";"7dd68e0f5964abcf8282fc4e1ad41400";"8dabdfd1fbda148f253d590f86839a03553410c3"
"Kingdom Hearts (USA).iso";"3041132544";"d231ed24";"3cf7399001c46a2b826f72625b24e6eb";"fb14a4c785106c1b024d5afd712cdf9ff516802b"
"Biohazard - Outbreak (Japan).iso";"4698767360";"f4f2417e";"f79fbe8fd8229eca319c5d609d350cc2";"d7f91f95c73fe18b3fbdce7620db1bdd44213f26"
"Bouncer, The (Europe) (En,Fr,De,Es,It).iso";"4380655616";"5524daa6";"1455bda2e2ce6ddb04b0730daf95fc4f";"6677efae5b061e4a6a0f6b2eb6e71ac2d622842e"
"Ico (USA).cue";"75";"74266efd";"1789f54a2f8579470f5ae84c4f9f7eed";"2f4295e78a686d7e157de5b7eab2b362e07dc529"
"Ico (USA).bin";"638640912";"90ad6845";"12e5df728050e253bb455e49abf8ef24";"ade3d3ffab406d97d258a8f8afdd7a11b109e5e3"
"Sly Raccoon (Europe) (En,Fr,De,Es,It).iso";"2923823104";"42d42d1f";"db65a3d03b8e0b036ac7fb0fbc71830b";"dbd975260a70e87f518fa72a3741d22216559814"
"Drakengard (Europe) (En,Fr,De,Es,It).iso";"4445044736";"1e7a7213";"2fd2e2817efeffcd35659658aa397245";"64a219042ca2f82327a5e3e35f0a69591d6bf631"
"Urban Reign (Europe) (En,Fr,De,Es,It).iso";"4140924928";"b27ea311";"fda1fd2363cde96d7c81d0483867d4c5";"ef0396d98b7a1c38f42f80bdd0a1b28c287a3c94"
"Jak and Daxter - The Precursor Legacy (Europe) (En,Ja,Fr,De,Es,It).iso";"1460305920";"e7c6e94b";"aa080bbacde5cb200d43145b58d9c36f";"5695e8ae35a0f7d60ad7d186bdbd88a1b9250f80"
"Commandos - Strike Force (Europe) (En,Fr,De,Es,It).iso";"2258862080";"97006524";"e1dbbe1e2dfa159e8e5dec036865e20e";"939b0e72f0bc639b0f513e2bb760ddb3823af9c6"
"Hitman - Blood Money (Europe).iso";"4016177152";"9a69d653";"6ae2ca6bf48f4697171a59220e67a1ec";"48babf604b1b1da78071b22faff9139ef5f49c43"
"Headhunter (Europe) (En,Fr,De,Es,It).iso";"3568140288";"4a04e5cb";"28339853a85bacebac38b114d139e851";"0f04d9921ad1786975319606773449c2ce22e8ff"
"Sega Mega Drive Collection (Europe, Australia) (En,Fr,De,Es,It).iso";"3892641792";"8d3c0d74";"d527f59e17791a3c325f8ed4358f08d2";"0dc5bd8c874b112cd52b85a44dbe775f01169a27"
"Grand Theft Auto III (Europe, Australia) (En,Fr,De,Es,It) (v1.60).iso";"4698767360";"1582e336";"df2302b38dc447e0f63a0336e759fb46";"8eddc0d173a889bac2afd4650ae97cd17b7566e9"
"Grand Theft Auto - Vice City (Europe) (En,Fr,De,Es,It) (v2.03).iso";"4661805056";"5c222a03";"9d6e795843e3829fb0e2505f9b5630af";"9569415920681cfe38af5c3cafc3f0c747b0b9fc"
"Tony Hawk's Underground (Europe).iso";"4485185536";"9d94c50c";"23c60674093fa01feb4cde62376687c5";"5651463971ffb936a65665c5df9f42bc564ace52"
"EyeToy - Play 3 (Europe, Australia) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,El).iso";"3142844416";"1f865d43";"3c6d4d78588f4a3247f1c47ef74945dd";"427ccf1c7d17fd29c2052de59bdc10b8ffec5096"
